degreeAccronym|degreeName 
CIA|Canadian Institute of Actuaries
CILO|Course Intended Learning Outcome
CIM|Certificate of Initial Mastery
CIM|Comunicazione Interculturale e Multimediale
CIT|Certificate in Information Technology
CLEP|College Level Examination Program
Clin.Psy.D.|Doctor of Clinical Psychology
CLIP|Computational Linguistics And Information Processing
CLN|Community Learning Network
CLS|Chemical and Life Sciences
CM|Certificate of Merit
CMA|Communication and Media Arts
CMC|Communication Master's Curriculum
CMD|Club Management Diploma
CMFA|Certified Manager of Financial Advisors
CMG|Coastal and Marine Geology
CMJ|College Music Journalism
CMLT|Certificate in Medical Laboratory Technology
CMP|Certified Meeting Professional
CMPH|Career Master of Public Health
COBC|Certificate Of Basic Competence
COTC|Certificate Of Technical Competence
COTE|Certificate For Oversaes Teachers Of English
COTE|Certificate for Overseas Teachers of English
COURAGE|Changing Our Unacceptable Reasoning And Gratification Experiences
CPE|Common Professional Examination
CPM|Certification in Pharmaceutical Management
CPOP|Certificate Program for Otolaryngology Personnel
CRA|Certified risk analyst
CRCC|Canadian Rehabilitation Counselor Certification
CS|Classical Studies
CS|Computing Studies
CSB|CHirurgiae Baccalaureus (Bachelor of Christian Science)
CSBE|Certificate in Strengths-Based Education
CSCP|Certified Supply Chain Professional
CSCS|Construction Skills Certificate Scheme
CSE|Computer Science Engineering
CSEC|Caribbean Secondary Education Certificate
CSI|Criminal Science Investigation
CSM|Cyber Security and Management
CSOM|Computer Systems: Operations & Management
CSSE|Computer Science and Software Engineering
CT|Computer Technology
CTC|Certificate of Technical Competence
CTE|Computer and Telecommunications Engineering
CTLLS|Certificate in Teaching in the Lifelong Learning Sector
D|Diploma
D|Distinction
D|Drawing
D|Doctorate
D. P. T.|Doctor of Physical Therapy
D. Sc. N.|Doctor of Science in Nursing
D.A.|Doctor of Arts
D.C.|Doctor of Chiropractic
D.C.M.|Doctor of Chiropractic Medicine
D.COM|Diploma In Commerce
D.D.|Doctor of Divinity
D.D.|Doctor of Dentistry
D.D.S.|Doctor of Dental Science Doctor of Dental Surgery
D.LITT|Doctor of Letters (Humanities)
D.Min.|Doctor of Ministry
D.Miss.|Doctor of Missiology
D.MUS.|Doctor of Music
D.O.|Doctor of Osteopathic Medicine
D.P.|Doctor of Podiatry
D.P.A.|Doctor of Public Administration
D.P.H.|Doctor of Public Health
D.pharm.|Diploma in Pharmacy
D.Phil.|Doctor of Philosophy
D.POD|Doctor of Podiatry
D.Pod.|Doctor of Podiatry
D.S.W.|Doctor of Social Welfare
D.Th.|Doctor of Theology
D.V.M.|Doctor of Veterinary Medicine
D.V.M.S.|Doctor of Veterinary Medical Science
DA|Doctor of Arts
DAc (RI)|Doctor of Acupuncture, Rhode Island
DAc (WV)|Doctor of Acupuncture, West Virginia
DAE|Diploma of Associate Engineer
DASDM|Diploma in Advanced Software Development Methodologies
DBA|Doctorate of Business Administration
DBA|Doctor of Business Administration
DBA PHD|Dosctor of Business Administration
DBH|Doctor of Behavioral Health
DBID|Diploma in Business Innovation Design
DBID|Diploma in Business Innovation and Design
DBO|Death Benefit Option
DC|Doctor of Chiropractic
DCGP|Diploma In Cyber Gateway Programme
DCH|Doctor of Child Health
DCH|Doctor of Clinical Hypnotherapy
DCH|Doctor of Clinical Health
DCH|Diploma in Child Health
DCIA|Diploma in Computerized Industrial Accounting
DCJ|Doctor of Criminal Justice
DCL|Doctor of Civil Law (Oxford University)
DCME|Diploma Of Continuing Medical Education
DD|Doctor of Divinity
DD|Double Degree
DDS|Doctor of Dental Surgery
b'DEA'|b"Dipl\x93me D'\x82tudes Approfondies"
DEAA|Diplomate of the European Academy of Anaesthesiology
DEBM|Diploma in Entrepreneurial Business Management
DEd|Doctor of Education
b'DELF'|b'Dipl\x93me D?\x82tudes en Langue Fran\x87aise'
DENG|Doctor of Engineering
DEO|District Educational Officer
DEP|Diplome d'Etude Proffessionnelle
DEPD|Diploma in Electronic Product Design
b'DESS'|b"Dipl\x93me d'Enseignement Sup\x82rieur Sp\x82cialis\x82"
DGO|Diploma in Gynecology and Obstetrics
DHL|Doctor of Humane Letters
DHMCT|Diploma In Hotel Management Catering Technolgy
DHMS|Diploma Homeophathic Medical Science
DHS|Doctor in Health Science
DHSC|Doctor of Health Science
DI|Diploma
DICE|Diploma in Instrumentation and Control Engineering
DICM|Diploma in Intensive Care Medicine
DIME|Diploma In Manufacturing Engineering
Dip FHS|Diploma in Family Historical Studies
DIPBM|Diploma in Business Management
DipFN|Diploma in Fitness & Nutrition
DipFurnDes|Diploma Of Furniture Design
DipHE|Diploma of Higher Education
DIPL-KFM|Diplom-Kaufmann
DipPM|Diploma in Project Management
DipRHM|Diploma in Restaurant & Hotel Management
DIPSBM|Diploma in Small Business Management
DIS|Doctor of Intercultural Studies
DIS|Decision Information Sciences
DISC|Digital Information Science and Communication
DIT|Diploma in Information Technology
DLA|Doctor of Liberal Arts
DLM|Diplomate in Laboratory Management
DLS|Doctor of Library Science
DM|Doctor of Management
DM|Doctor of Medicine (Engl.)
DMA|Doctor of Musical Arts
DMD|Doctor of Medical Dentistry
DMed|Doctor of Mediation
DMin|Doctor of Ministry
DMLT|Diploma in Medical Laboratory Technology
DMP|Distinguished Majors Program
DMR|Diploma in Medical Radiology
DMRD|Diploma in Medical Radio Diagnosis
DMRT|Diploma in Medical Radio Therapy
DMS|Diploma in Management Studies
DN|Diploma in Nursing
DN|Doctor of Naprapathic Medicine
DN|Doctor of Nursing
DNE|Diplomate, Navigation Engineering
DNN|Diploma in Nursery Nursing
DNP|Doctor of Nursing Practice
DO|Doctor of Osteopathic Medicine
DO|Doctor of Osteopathy
DOB|Doctorate Of Business
DOE|Diplomate, Ocean Engineering
DOM|Doctor of Oriental Medicine
DOSF|Diploma of Science Foundations
DP|Doctor of Paediatrics
DPM|Doctor of Podiatric Medicine
DPNAP|Distinguished Member of the National Academies of Practice
DProf|Doctor of Professional Studies
DPS|Doctor of Professional Studies
DPT|Doctor of Physical Therapy
DR(AM)|Doctor of Alternative Medicine
DR(AM)|Doctor (Alternative Medicine)
DR.|Doctorate
Dr. Med.|Medical Doctor
DR.ING.|Doctor of Engineering [Europe]
Dr.Med.Dent|Doctor of Medical Dentistry
Dr.Med.Dent.|Doctor of Medical Dentistry
DrNP|Doctor of Nursing Practice
DrPH|Doctor of Public Health
DSC|Doctor of SCience
DSCD|Diploma in Special Care Dentistry
b'DSCG'|b'Dipl\x93me Sup\x82rieur de Comptabilit\x82 et de Gestion'
DSN|Doctor of Science in Nursing
DSW|Doctor of Social Work
DTLLS|Diploma in Teaching in the Lifelong Learning Sector
DTLP|Diploma in Taxation Law Practices
DTM|Diploma in Tropical Medicine
Dubl.|Dublin
DVM|Doctor of Veterinary Medicine
E Date|Expiry date
E.M.|Engineer of Mines
EAS|Experimental And Applied Science
ECAD|Extra Curriculum Activity Director
ECDL|European Computer Drivers License
ECON|Economics
ECT|Electronics & Communications Technology
ED D|Education Doctorate
Ed. D|Educational Doctorate
Ed. S.|Education Specialist
ED.L.D.|Doctor of Education Leadership
Ed.S.|Educational Specialist
EDD|Economic Development District
EdD|Doctor of Education
EDRA|European Diploma in Regional Anaesthesia & Acute Pain Management
EE|Electrical Engineering
EE|Environmental Engineering
EECT|Electricity Electronics Computer Technology
EEE|Electrical and Electronic Engineering
EEM|Electrical Engineering Management
EET|Electrical Engineering Technologies
EIBM|European and International Business Management
EiL|Education is Life
ELA|English language arts
ELMT|Electro-Mechanical Technology
ELT|Elementary Laboratory Technology
EMAC|Electronic Media Arts and Communications
EMBA|Executive Masters Of Business Administration
EMCI|Eerste Monteur Communicatie Installaties
EMEM|Executive Master in Energy Management
EMGM|Executive Master of Global Management
EMIS|Engineering Management Information and Systems
EMOT|Entry Level Master's Program
EMOT|Management of Technology Executive Master's
EMP|Executive Masters Program
EMT|Emergency Medical Technician
ENV.E.|Environmental Engineer(ing)
EPIET|European Programme for Intervention Epidemiology Training
ES|English Studies
ESLC|Elementary School leaving certificate
ESM|Engineering Systems Management
ESS|Earth and Space Sciences
ET|Educational Technologies
F.Sc.|Faculty in Science (Certificate)
FAAAAI|Fellow of the American Academy of Allergy, Asthma and Immunology
FAACAP|Fellow of the American Academy of Child and Adolescent Psychiatry
FAAD|Fellow of the American Academy of Dermatology
FAAFP|Fellow of the American Academy of Family Physicians
FAAN|Fellow of the American Academy of Neurology
FAANS|Fellow of the American Association of Neurological Surgeons
FAAO|Fellow of the American Academy of Ophthalmology
FAAOHNS|Fellow of the American Academy of Otolaryngology-Head and Neck Surgery
FAAOS|Fellow of the American Academy of Orthopedic Surgeons
Faap|Fellow of the American Academy of Pediatrics
FAAPMR|Fellow of the American Academy of Physical Medicine and Rehabilitation
FACAAI|Fellow of the American College of Allergy, Asthma and Immunology
FACC|Fellow of the American College of Cardiology
FACCP|Fellow of the American College of Chest Physicians
FAcEM|Fellow of the Academy of Emergency Management
FACEP|Fellow of the American College of Emergency Physicians
FACEP|Fellow of the College of Emergency Physicians
FACEP|American College of Emergency Physicians
FACG|Fellow of the American College of Gastroenterology
FACLM|Fellow of the American College of Legal Medicine
FACNP|Fellow of the American College of Nuclear Physicians
FACOEM|Fellow of the American College of Occupational and Environmental Medicine
FACOG|Fellow of the American College of Obstetricians and Gynecologists
FACP|Fellow of the American College of Physicians
FACPM|Fellow of the American College of Preventive Medicine
FACR|Fellow of the American College of Radiology
FACS|Family And Consumer Sciences
FACS|Fellow of the American College of Surgeons
FACS|Family And Consumer Science
FAD|Fashion Art Design
FAGA|Fellow of the American Gastroenterological Association
FAGS|Fellow of the American Geriatrics Society
FAPA|Fellow of the American Psychiatric Association
FARM|Farm Agriculture And Rural Marketing
FARM|Food, Agriculture, And Rural Marketing
FAS|Field of Anthropological Study
FASA|Fellow of the American Society of Anesthesiologists
Fascp|Fellow of the American Society for Clinical Pathology
FASCRS|Fellow of the American Society of Colon and Rectal Surgeons
FASIM|Fellow of the American Society of Internal Medicine
FASNC|Fellow of the American Society of Nuclear Cardiology
FASPS|Fellow of the American Society of Plastic Surgeons
FAST|Food and Agricultural Sciences and Technology
FATS|Fellow of the American Thoracic Society
FCAP|Fellow of the College of American Pathologists
FCE|First Certificate Examination
FCPS|Fellow of College Physicians and Surgeons
FCS|Family and Child Studies
FCS|Family And Consumer Sciences
FDAD|Foundation Diploma in Architecture & Design
FES|Forestry & Environmental Studies
FIBS|Finnish International Baccalaureate Society
FIM|Food Industry Management
FLS|Fellow of the Linnean Society
FM|Film and Music
FMG|foreign medical graduate
FNATA|Fellow of the National Athletic Trainers' Association
FNC|Frogans Network Certificate
For.Od.|Forensic Odontology
FPAMS|Fellow, Pakistan Academy of Medical Sciences
FRCAM (Dublin)|Fellow , Royal College of Alternative Medicine (Dublin)
FRCP|Fellow of the Royal College of Physicians
FRCPE|Fellow of the Royal College of Physicians of Edinburgh
FRCSE|Fellow of the Royal College of Surgeons of England
FRCST|Fellow of the Royal College of Surgeons of Thailand
FRS|Fellow of the Royal Society
FS|Forensic Science
FSc|Faculty of Science
FSC|Foundation in Science Certificate
FSNM|Fellow of the Society of Nuclear Medicine
FSR|Fellow of the Society of Radiographers
FVP|Film And Video Production
FVPT|Film and Video Production Technology
FZS|Fellow of the Zoological Society
GAP|Graduate And Professional
GATT|A Global Arrangement For Tax Treaties
GCCE|Graduate Certificate in Counselor Education
GCE|Graduate Certificate of Education
GCPA|Graduate Certificate in Professional Accounting
GCSE|General Certificate of Secondary Education
GCTE|Graduate Certificate in Tertiary Education
GDEP|Graduate Diploma of Editing and Publishing
GDIP|Graduate Diploma In Philosophy
GDMC|Graduate Diploma in Mass Communication
GDRD|Graduate Diploma in Rural Development
GDS|Grosses Deutsches Sprachdiplom
GED|General Education Degree (High School non-graduation degree)
GED|General Education Degree
GEEB|Graduates in Ecology and Evolutionary Biology
GEO|Geology
GGCP|Graduate Gerontology Certificate Program
GGCP|Green Gardener Certification Program
GGRE|Geology Geophysics and Reservoir Engineering
GIS|Geographic Information Science
GIT|Glass And Instrument Technology
GLMBA|Global Local Masters of Business Administration
GLP|Graduated License Program
GME|Graduate Medical Education
GME|Graduate in Marine Engineering
GND|Graduate Non-Degree program
GNVQ|General National Vocation Qualification
GO+UP|go to up stair.
A.B.|Artium Baccalaureaus
A.M.T|Master of Arts in Teaching
A.Mus.A.|Associate in Music, Australia
A2|Advanced Level 2 (UK educational qualification)
AA|Associate of Arts
AA|Associate in Arts
AA DIP|Antillean Academy DIPloma
AA DIP|Architectural Association Diploma
AAA|Asian Art Appreciation
AAAS|African and African American Studies
AAD|Antillean Academy Diploma
AAFPRS|Fellow of the American Academy of Facial Plastic and Reconstructive Surgery
AAGS|Associate of Arts in General Studies
AAS|Associate of Applied Sciences
AAS|Associate in Applied Science
AASET|Associate of Applied Science in Electrical Technology
AAV|AQIS Accredited Vet
AB|Ars Bachelor
ABA|Associate in Business Administration
ABE|Agricultural Biological Engineering
ABE|Agricultural and Biological Engineering
Aberd.|Aberdeen (Aberdonensis) [Latin]
Aberd.|Aberdonensis (Aberdeen) [Lat.]
ABib|Associate of Bible
ABIM|American Board of Internal Medicine
ABS|Associate in Business Science
ABS|Associate in Business Studies
ABS|Associate in Baccalaureate Studies
ABS|Accelerated Bachelor of Science
ABT|All But Thesis
AC|Applied Communications
ACCP|Addictions Counseling Certificate Program
ACES|Agriculture, Consumer, and Environmental Sciences
ACID|Atomicity Consistency Isolation Durability
ACRL|Advanced Certificate in Rowing Leadership
ACSC|Alabama Controlled Substances Certificate
AD|Associate Degree
ADE|Associate Degree in Education
ADFD|Advance Diploma in Fashion Designing
ADN|Associate Degree in Nursing
ADP|Approved Degree Plan
ADSD|Advanced Diploma in Software Development
ADSE|Advanced Diploma of Software Engineering
AEJ|Associate for Education in Journalism
AFA|Associate in Fine Arts
AFCS|Applied Family and Child Studies
AFPC|Advanced Financial Planning Certificate
AFS|Africana Studies
AGDP|Accelerated Graduate Degree Programs
AGDP|Acquisition Graduate Degree Program
AGGP|Animation and Graphic Game Programming Degree
AHA|Art History and Architecture
AHA|Academics Highly Achieved
AHM|Assistant Headmaster
AHM|Assistant Headmistress
AISM|Associate of Indian School of Mines
AIT|Applied Information Technology
AJD|Accelerated Juris Doctorate
AJP|Accredited Jewelry Professional
AK|Applied Kinesiology
AKC|Associate of King's College
AM|Artium Magister (Master of Arts)
AMBA|Accelerated Masters in Business Administration
AMIE|Associate Member of Indian Engineers
AMO IN PAF|army medical officer 'REDUCTION IN-FORSE' ARM4CEMD
AMTC|Agency Management Training Certification
AMusD|Doctor of Musical Arts
AOA|alpha omega alpha
AOS|Associate in Occupational Studies
APA|Australian Postgraduate Award
APAV|Accreditation Program for Australian Veterinarians
APD|Accredited Practicing Dietitian (Australia)
APSM|Applied Physiology and Sport Management
ARCS|Associate(-ship) of the Royal College of Science
ARCT|Associate of the Royal Conservatory of Toronto
ARE|Academic Research and Engineering
ARTHIST|Art History
ARTSVIS|Visual Arts
AS|Associate of Science
AS|Advanced Subsidiary
